# Generated 2020-01-12 (sean.turner@pnnl.gov)
# HUC8 identified using GRAND LONG/LAT and nhdplusTools::get_huc8()
# Four sites added manually: 1304, 1408, 2058, 6825
GRAND_ID,HUC8
441,10180002
442,16020101
443,16010101
444,10180002
445,14040107
446,16040105
447,16040105
448,14040107
449,16020101
450,16020102
451,14040106
452,14040106
453,16020308
454,10190007
455,14050001
456,16020101
457,16020204
458,16020101
459,16040101
460,10190007
461,16040103
462,10190007
463,10190007
464,16040108
465,10190007
466,10190007
467,16020203
468,10190007
469,14060010
470,14060003
471,14060003
472,14050001
473,14060010
474,10190007
475,16040108
476,10190006
477,16020203
478,10190006
479,16020201
480,10190006
481,10190006
482,14060003
483,14060003
484,14050001
485,16040105
486,10190005
487,14010001
488,14060004
489,14060010
490,10190005
491,14010001
492,14010001
493,14060004
494,14050007
495,10190005
496,14050001
497,14010001
498,10190005
499,10190005
500,10190005
501,10190005
502,14010002
503,16020201
504,10190003
505,10190004
506,14060007
507,14010005
508,10190002
509,14010002
510,14060009
511,10190002
512,16050203
513,16030005
514,16050202
515,16030003
516,14010003
517,14010004
518,14060009
519,11020001
520,15010011
521,14010005
522,10190002
523,16030004
524,16050101
525,16030005
526,14060009
527,16050303
528,11020001
529,10190001
530,10190001
531,14020004
532,11020003
533,10190001
534,16020301
535,16050201
536,14020001
537,14020002
538,16060004
539,14070003
540,14020002
541,14020002
542,14020002
543,16060003
544,18040010
545,18040010
546,16050301
547,16030001
548,18040010
549,14020002
550,16030007
551,18040010
552,16030002
553,14030003
554,18040009
555,18040009
556,18090101
557,18040009
558,13010001
559,18090101
560,13010001
561,14030002
562,18090101
563,16030001
564,13010001
565,14080201
566,18090102
567,14030002
568,14080104
569,16030006
570,14080102
571,14080202
572,14080107
573,13010002
574,14080104
575,14080101
576,18040006
577,13010002
578,13010005
579,18040006
580,18040006
581,18040006
582,15010008
583,13010002
584,18040006
585,18040001
586,18090102
587,15010008
588,18090102
589,18040006
590,18040006
591,13010002
592,18040007
593,18030010
594,18090102
595,18040006
596,18030010
597,14070006
598,18030009
599,13020101
600,18030010
601,14080101
602,13020102
603,13020102
604,13020102
605,18030007
606,13020102
607,18090103
608,15010015
609,18030006
610,15010005
611,13060001
612,18030001
613,13020201
614,13020202
615,18030003
616,15030101
617,15020015
618,15020008
619,18070102
620,18060010
621,18070102
622,18070102
623,15020008
624,18070102
625,18070102
626,18070101
627,15020001
628,18070105
629,15030101
630,15030104
631,18090208
632,18070203
633,18070103
634,18070106
635,18070106
636,18070105
637,18070104
638,18070104
639,18070106
640,15060203
641,15060101
642,18070203
643,18070202
644,15060203
645,18070203
646,18070202
647,15060103
648,18070302
649,18070202
650,15060106
651,18070302
652,15060106
653,15060106
654,18070302
655,18070303
656,15040005
657,13020211
658,18070304
659,18070304
660,18070304
661,18070304
662,18070304
663,15030104
664,13030101
665,18070304
666,18070304
667,18070304
668,18070304
669,18070305
670,18070305
671,18070304
672,NA
673,NA
674,13040100
680,NA
682,NA
684,NA
685,NA
687,NA
723,NA
724,NA
725,NA
726,NA
727,09010004
728,09020314
729,09010002
730,09010003
731,09030003
732,09010008
733,10060006
734,09020304
735,09020201
736,09030005
737,09030002
738,09030001
739,09030001
740,09020302
741,09030001
742,09030006
743,04010101
744,09030001
745,09020305
746,09020305
747,09030005
748,04010101
749,09030005
750,07010101
751,07010103
752,09030005
753,10110101
754,04010201
755,04010201
756,04010201
757,04010201
758,07010101
759,07010103
760,07010101
761,09020108
762,07010103
763,04010201
764,07010102
765,04010102
766,10160001
767,07010102
768,07010101
769,09020108
770,10130101
771,07010103
772,09020103
773,04010202
774,09020203
775,04010202
776,07010106
777,10160002
778,04010202
779,07010106
780,10160001
781,07010102
782,09020103
783,07010105
784,10130202
785,07010106
786,07010106
787,07010105
788,07010105
789,07010103
790,09020103
791,09020103
792,07010105
793,09020103
794,07010105
795,09020103
796,09020103
797,07010105
798,10130202
799,09020103
800,09020103
801,07010106
802,09020103
803,09020103
804,09020103
805,04010302
806,07010106
807,07010104
808,07010104
809,09020103
810,09020103
811,04010302
812,07010207
813,09020103
814,07010104
815,07030001
816,07030002
817,07030002
818,07020002
819,07030002
820,07010207
821,07020005
822,07050002
823,07050001
824,07010108
825,09020105
826,07050003
827,10130301
828,07010108
829,07030004
830,07050001
831,07010108
832,10160004
833,07050001
834,07010202
835,10160003
836,09020101
837,10130302
838,07010202
839,07030005
840,07050007
841,07050007
842,07050007
843,07050007
844,07010207
845,10160003
846,07050002
847,07030005
848,10160008
849,07030005
850,07050007
851,07020001
852,07010203
853,07010204
854,07020001
855,07050001
856,07010204
857,07010204
858,07020001
859,07010206
860,07050005
861,07020001
862,07010205
863,07050005
864,07050007
865,07050007
866,07050005
867,07050006
868,10120202
869,07020012
870,10130105
871,07040007
872,10120201
873,07020007
874,07040002
875,07040002
876,07040004
877,07020011
878,07070003
879,07020010
880,07020009
881,07100001
882,10120110
883,07070003
884,10140101
885,10120110
886,10120109
887,07040002
888,07100001
889,10160011
890,10230003
891,07080202
892,07070004
893,10120106
894,10140201
895,10170101
896,10140201
897,10150005
898,10180008
899,10150002
900,07060005
901,10180008
902,10180011
903,10180009
904,10180009
905,10210008
906,07080208
907,07080208
908,10180012
909,07100007
910,10210007
911,07100008
912,10210003
913,10180014
914,10190018
915,10280102
916,10280102
917,10240010
918,10190018
919,10200203
920,10200101
921,07130005
922,10190012
923,10240001
924,10280201
925,10190012
926,10200101
927,10280102
928,10200101
929,10200101
930,10190007
931,10200101
932,10190007
933,10190007
934,10190007
935,10190012
936,10250005
937,10190003
938,10250008
939,10250007
940,07130003
941,10190003
942,10280201
943,10190003
944,10190003
945,10190003
946,10280202
947,10250004
948,10250009
949,10190003
950,10190003
951,10280101
952,10250016
953,10250015
954,07110005
955,10280203
956,10260011
957,10190003
958,10250003
959,10190003
960,10280203
961,07110007
962,10260015
963,10260013
964,10240012
965,10270205
966,10240011
967,10270103
968,10250017
969,10300101
970,10300101
971,11020003
972,10260009
973,10300101
974,10300101
975,10270104
976,10260003
977,10290108
978,11070201
979,10290102
980,10290101
981,10260006
982,10290101
983,11070202
984,10290102
985,11020009
986,10290108
987,11020002
988,11020009
989,10290105
990,11020005
991,11070201
992,11020009
993,10290109
994,11020002
995,11020005
996,11020008
997,07140103
998,11020009
999,07140101
1000,10290107
1001,11030017
1002,11020006
1003,11070101
1004,07140104
1005,11030014
1006,10290106
1007,11070102
1008,11020013
1009,11070205
1010,11010007
1011,11030018
1012,11020010
1013,10290106
1014,11070103
1015,11070106
1016,11020010
1017,11010007
1018,08020203
1019,08020202
1020,11070106
1021,11060004
1022,11060001
1023,11060001
1024,11070107
1025,11100102
1026,11010001
1027,11100203
1028,11070107
1029,11070206
1030,11070208
1031,11060006
1032,11070103
1033,11010001
1034,11070209
1035,11070209
1036,11010003
1037,11070107
1038,11010010
1039,11070209
1040,11070209
1041,11070209
1042,11010006
1043,11110103
1044,11070209
1045,11010012
1046,11110101
1047,11050003
1048,11060006
1049,11050003
1050,11100301
1051,11070105
1052,11090103
1053,11070209
1054,11100303
1055,11090105
1056,11110201
1057,11110201
1058,11100303
1059,11110102
1060,11110103
1061,11050002
1062,11100303
1063,11130301
1064,11100303
1065,11110201
1066,08020203
1067,11010014
1068,11100301
1069,11100302
1070,11080003
1071,11110202
1072,11100302
1073,11080006
1074,11100302
1075,11110104
1076,11090203
1077,11090204
1078,11110202
1079,11110205
1080,11090203
1081,11130302
1082,11110205
1083,11130302
1084,11110204
1085,11090203
1086,13060001
1087,11090204
1088,11120201
1089,11110206
1090,11110203
1091,11090202
1092,11110206
1093,11110105
1094,11120101
1095,11120302
1096,11110207
1097,11110105
1098,08040203
1099,11130202
1100,11130303
1101,08030204
1102,11120303
1103,11130303
1104,11130202
1105,08020203
1106,08040203
1107,08020303
1108,08040203
1109,13060001
1110,11130303
1111,11130303
1112,08040101
1113,11120104
1114,11130203
1115,11120105
1116,08040101
1117,11130303
1118,08040101
1119,11140103
1120,11130208
1121,08040102
1122,11140109
1123,11140108
1124,11140109
1125,08040103
1126,11140107
1127,11140109
1128,11140105
1129,11130206
1130,11130207
1131,11130207
1132,08040205
1133,11130201
1134,11140101
1135,11130210
1136,11130206
1137,11130204
1138,11130201
1139,11130209
1140,11130206
1141,11140101
1142,08040204
1143,08040103
1144,11140109
1145,11130209
1146,11140101
1147,11140101
1148,12050006
1149,12030101
1150,12060101
1151,12030103
1152,11140301
1153,11140302
1154,08040201
1155,11140203
1156,08050002
1157,08040204
1158,12030101
1159,12030101
1160,11140303
1161,12060201
1162,12060201
1163,11140305
1164,12030103
1165,12050004
1166,12060103
1167,11140305
1168,11140205
1169,11140305
1170,12030106
1171,12030104
1172,11140305
1173,12030103
1174,11140305
1175,11140304
1176,12060201
1177,12030101
1178,11140305
1179,12060105
1180,12030105
1181,12010001
1182,12010003
1183,12030106
1184,12030102
1185,12030102
1186,11140305
1187,08040206
1188,12030102
1189,12030107
1190,12030102
1191,08040206
1192,11140304
1193,11140204
1194,12030102
1195,12060105
1196,12060201
1197,12030102
1198,12060102
1199,12010002
1200,08040207
1201,12080002
1202,13060011
1203,11140304
1204,11140204
1205,12060105
1206,12010002
1207,03180002
1208,12060201
1209,12010002
1210,12070201
1211,03180002
1212,12030109
1213,11140203
1214,12080002
1215,11140209
1216,12060202
1217,12080002
1218,12060202
1219,12010002
1220,12030109
1221,12080007
1222,12060102
1223,12030107
1224,12080007
1225,08040302
1226,12080006
1227,12020004
1228,12020001
1229,12020004
1230,12030107
1231,12020001
1232,12080008
1233,12010002
1234,12090108
1235,11140209
1236,12070201
1237,12030108
1238,12030108
1239,12090101
1240,12020004
1241,12020001
1242,13070001
1243,12080008
1244,08050001
1245,12060202
1246,11140209
1247,12060202
1248,12090107
1249,12090108
1250,12030201
1251,11140207
1252,11140207
1253,12020004
1254,12060203
1255,12060202
1256,11140207
1257,12090106
1258,12090104
1259,12060202
1260,12020005
1261,12030201
1262,12090102
1263,12090102
1264,08040301
1265,11140207
1266,12070103
1267,08080102
1268,12070103
1269,12010004
1270,12010005
1271,12090110
1272,08080102
1273,12070201
1274,12010005
1275,12020005
1276,12070103
1277,12070203
1278,08080102
1279,12020003
1280,12090201
1281,08080204
1282,08080201
1283,12090201
1284,12070101
1285,12070205
1286,12070205
1287,12030202
1288,12070103
1289,08070300
1290,12070102
1291,12090201
1292,12090205
1293,12040101
1294,12090205
1295,12040101
1296,12070102
1297,12090205
1298,12090301
1299,12090301
1300,12040101
1301,12090301
1302,12100201
1303,12030203
1304,12030203
1305,12100302
1306,12070104
1307,13040212
1308,12100301
1309,12100301
1310,12070104
1311,12070104
1312,12100102
1313,12100401
1314,12100401
1315,12100204
1316,12110108
1317,12110111
1318,13080002
1319,NA
1320,13080003
1321,12110208
1322,12110208
1323,NA
1324,NA
1325,NA
1327,NA
1408,04010101
1421,04020105
1422,04020101
1424,04020102
1425,04020105
1427,04020102
1428,04020105
1429,04020105
1431,04030110
1433,04030110
1434,04030110
1435,04020102
1438,04020201
1440,04060106
1442,04020102
1443,04060106
1444,04030107
1445,07050002
1447,07070001
1448,04060106
1449,04030107
1450,04060107
1451,04030108
1453,07070001
1454,07070001
1455,04070004
1457,04070005
1458,07070001
1459,07070001
1461,07070001
1465,04030105
1466,04030105
1467,04030105
1470,04070006
1471,04070006
1472,04060104
1473,04030202
1474,04060105
1475,04030202
1476,04070006
1478,04060105
1479,07070002
1480,07070002
1481,04070007
1482,04060104
1483,04150302
1484,04070007
1485,NA
1486,04070007
1487,04070007
1488,04060102
1489,04070007
1490,04060103
1492,04060103
1493,04030204
1494,04150303
1495,04080201
1496,04080201
1497,04060101
1498,04060102
1499,04150101
1500,04060101
1501,07070003
1502,04030201
1503,04080201
1504,04030201
1505,04030201
1507,04080201
1509,07090001
1510,04140102
1511,07090001
1512,07090001
1513,04130001
1514,02020004
1515,07070005
1516,02020004
1517,04140202
1518,NA
1519,04060102
1520,NA
1521,04120104
1522,04080204
1523,07090001
1524,07090002
1525,07120006
1526,07090001
1527,NA
1528,04140201
1529,04140201
1530,04140201
1531,04140201
1532,04140201
1533,04140202
1534,04080203
1535,04130003
1536,04140201
1537,07090002
1538,07120006
1539,04050003
1540,04090005
1541,04130002
1542,02050105
1543,02050102
1544,05010001
1545,04090005
1546,04090005
1547,07060005
1548,04100002
1549,05010002
1550,02040101
1551,02050104
1552,02050104
1553,05010001
1554,04050001
1555,02050107
1556,04050001
1557,05010005
1558,04100003
1559,05030102
1560,02040103
1561,04110002
1562,05010003
1563,07120005
1564,07120001
1565,05030103
1566,05030102
1567,07120005
1568,02050107
1569,04100007
1570,07120005
1571,04110002
1572,05030103
1573,05030103
1574,05030103
1575,02050204
1576,05030103
1577,04100008
1578,05030105
1579,02050201
1580,02040106
1581,05040001
1582,05010006
1583,02040106
1584,02040203
1585,02040106
1586,05120101
1587,05120102
1588,05120106
1589,04100007
1590,05010006
1591,02040105
1592,05120103
1593,05040002
1594,02050201
1595,05040001
1596,07130004
1597,05120106
1598,07130004
1599,05030101
1600,05040002
1601,05010007
1602,05010007
1603,05030101
1604,07130003
1605,05120101
1606,05040001
1607,05010008
1608,05080001
1609,05040001
1610,02040105
1611,02050305
1612,07130003
1613,02050303
1614,05040003
1615,02040203
1616,05060001
1617,05040001
1618,02040203
1619,05040001
1620,05040001
1621,05060001
1622,05010007
1623,05060001
1624,05120201
1625,07130009
1626,05060001
1627,05040005
1628,05120201
1629,05010007
1630,05120204
1631,05040006
1632,05030106
1633,02040202
1634,05080001
1635,05040006
1636,05040005
1637,05120201
1638,05030106
1639,07130006
1640,05120201
1641,02050306
1642,02050306
1643,05020006
1644,07130007
1645,05120108
1646,05020004
1647,07130007
1648,02060003
1649,05060002
1650,05030204
1651,07130007
1652,05020006
1653,02070002
1654,05120203
1655,05090202
1656,05080003
1657,02070002
1658,02060003
1659,07140201
1660,05120111
1661,07130012
1662,02040206
1663,05090202
1664,02060003
1665,05030201
1666,05120114
1667,05020001
1668,05120208
1669,05120202
1670,05060003
1671,02070002
1672,02060006
1673,07140203
1674,07140203
1675,05060003
1676,02070008
1677,05120206
1678,05120114
1679,02060006
1680,05030202
1681,05120111
1682,07140203
1683,05090202
1684,05120208
1685,05020002
1686,05020002
1687,05030202
1688,07140203
1689,05120114
1690,05120202
1691,05030203
1692,05120207
1693,02070010
1694,05120114
1695,05120208
1696,05120115
1697,02070010
1698,05090201
1699,05050007
1700,05100205
1701,05120208
1702,02070011
1703,05120209
1704,05120113
1705,02080103
1706,05090102
1707,05090104
1708,02080105
1709,05050005
1710,07140204
1711,02080201
1712,05090102
1713,05070204
1714,05100101
1715,02080204
1716,07140106
1717,02080106
1718,05140102
1719,05140104
1720,07140204
1721,02080201
1722,02080204
1723,05070203
1724,05100205
1725,07140106
1726,05070203
1727,07140106
1728,07140106
1729,07140106
1730,07140106
1731,05140204
1732,05110004
1733,05070101
1734,02080206
1735,05070202
1736,02080207
1737,03010101
1738,02080206
1739,05100202
1740,05110001
1741,05110001
1742,05070202
1743,03010101
1744,05100201
1745,02080207
1746,05130102
1747,05140203
1748,03010101
1749,05110003
1750,05050001
1751,03010101
1752,05130205
1753,06040005
1754,05130101
1755,05110002
1756,05130103
1757,02080208
1758,03010103
1759,05130101
1760,03010205
1761,03010102
1762,05130105
1763,06010102
1764,03010106
1765,06010102
1766,08010202
1767,06010103
1768,05130201
1769,03030002
1770,06010205
1771,03030002
1772,03030002
1773,03030002
1774,06010104
1775,05130203
1776,03040101
1777,05130108
1778,03030002
1779,03030003
1780,03030003
1781,06010107
1782,03020201
1783,06010207
1784,03040103
1785,06010208
1786,03050101
1787,05130108
1788,06010201
1789,03050101
1790,03050101
1791,03050101
1792,06040003
1793,06010106
1794,06040001
1795,06010105
1796,03030002
1797,06010201
1798,03040103
1799,06010204
1800,06040002
1801,06010202
1802,06010204
1803,03040105
1804,03050101
1805,03050105
1806,03040103
1807,06010204
1808,03020104
1809,03050101
1810,06030003
1811,03050105
1812,06010203
1813,03040203
1814,03040104
1815,06010202
1816,06010203
1817,06020002
1818,06020002
1819,03050109
1820,03060101
1821,03050105
1822,06020001
1823,06020003
1824,06030005
1825,03050109
1826,03050105
1827,03050101
1828,06020002
1829,06020001
1830,03050107
1831,03040104
1832,03060101
1833,06020002
1834,06020003
1835,06030002
1836,03060101
1837,03060102
1838,03060102
1839,03060102
1840,03060102
1841,03150102
1842,03050103
1843,06030006
1844,03050104
1845,03160101
1846,06030006
1847,06030001
1848,08030201
1849,03040201
1850,03150103
1851,03060103
1852,03050104
1853,03050106
1854,03150104
1855,06030006
1856,03160101
1857,03050106
1858,03060103
1859,03160109
1860,03150105
1861,03050109
1862,03150104
1863,03130001
1864,08030203
1865,03160101
1866,03050109
1867,03160110
1868,03160101
1869,08030205
1870,03150106
1871,03070103
1872,03060103
1873,03070103
1874,03160111
1875,03160111
1876,03160101
1877,03070103
1878,03150202
1879,03050111
1880,03150106
1881,03130002
1882,03130005
1883,03070101
1884,03070103
1885,03130005
1886,03070103
1887,03160112
1888,03160112
1889,03150109
1890,03050201
1891,03060106
1892,03070103
1893,03060106
1894,03070101
1895,03150107
1896,03130002
1897,03070103
1898,03070103
1899,03150107
1900,03150109
1901,03130002
1902,03150107
1903,03130002
1904,03150201
1905,03150110
1906,03130002
1907,03160202
1908,03170001
1909,03130006
1910,03130003
1911,03140301
1912,03140201
1913,03180004
1914,03170007
1915,03170008
1916,03130004
1917,03120003
1918,03130012
1919,03080102
1920,03100208
1921,03080101
1922,03080102
1923,03100208
1924,03100208
1925,03090101
1926,03080101
1927,03090101
1928,03090101
1929,03090101
1930,03090101
1931,03090101
1932,03100101
1933,03100101
1934,03100101
1935,03100101
1936,03100101
1937,03100204
1938,03100101
1939,03100101
1940,03100101
1941,03100101
1942,03100204
1943,03100101
1944,03090101
1945,03100204
1946,03100101
1947,03100204
1948,03100101
1949,03100204
1950,03100204
1951,03100101
1952,03100101
1953,03100203
1954,03100202
1955,03090101
1956,03090206
1957,03090201
1958,03090202
1959,03090206
2032,01010004
2034,01010002
2035,01010004
2036,01020001
2037,01020002
2038,01020002
2039,01020001
2040,01020001
2042,01020001
2043,01020001
2044,01020001
2045,01020001
2046,01020001
2047,01020001
2048,01020001
2049,01030001
2050,01050001
2051,01030001
2052,01020003
2053,01020001
2054,01020001
2056,01030001
2057,01020005
2058,01020003
2059,01030001
2062,01030001
2063,01020004
2064,01050001
2065,01020004
2066,01030003
2067,01030002
2068,01050001
2069,01050001
2070,01080101
2071,01020005
2072,01040001
2073,01050001
2074,01080101
2075,01030003
2076,01080101
2077,01050004
2078,NA
2079,01040001
2080,01040001
2081,01050004
2083,01030003
2084,01040001
2085,01030003
2086,01030003
2087,01040001
2088,01040001
2089,04150408
2090,01030003
2091,01050002
2092,04150307
2093,04150405
2094,01050002
2095,01030003
2096,01030003
2097,01030003
2098,04150406
2099,01050002
2100,04150305
2101,04150406
2102,04150305
2103,04150404
2104,04150305
2105,01040002
2106,04150403
2108,04150403
2109,01080103
2110,04150404
2111,01030003
2112,04150406
2113,04150305
2114,01050003
2115,04150302
2116,01030003
2118,01040002
2119,01060002
2120,01040002
2121,04150305
2122,01050003
2123,01060002
2124,01060001
2125,04150305
2126,01060001
2127,04150408
2128,01060002
2129,02020001
2130,01070001
2131,04150402
2132,04150101
2133,02020001
2134,02020001
2135,01080104
2136,01060002
2137,02020001
2138,01080106
2139,01070002
2140,01070001
2141,01070001
2142,04150101
2143,01060002
2144,01060003
2145,01070002
2146,01060003
2147,01070002
2148,01070002
2149,01070001
2150,01060003
2151,01080106
2152,02020002
2153,02020002
2154,02020003
2155,01080107
2156,01060003
2157,02020003
2158,01070003
2159,02020004
2160,01080106
2161,01070003
2162,02020004
2163,02020003
2164,01060003
2165,01070006
2166,01080203
2167,02020003
2168,02020003
2169,02020004
2170,02020004
2171,01080203
2172,01080201
2173,01080202
2174,02050101
2175,01070006
2176,01080201
2177,02020006
2178,02020005
2179,02020005
2180,01070004
2181,02020005
2182,01070004
2183,01090001
2184,01100005
2185,01070005
2186,01080204
2187,02020006
2188,01080206
2189,01080201
2190,01080207
2191,01080206
2192,02040102
2193,01080207
2194,01090003
2195,02020006
2196,01080207
2197,01080207
2198,01080207
2199,01080205
2200,02040104
2201,02020007
2202,01080207
2203,01100005
2204,02040104
2205,02040104
2206,02030101
2207,01100005
2208,02030101
2209,02030101
2210,02030101
2211,02030101
2212,02040104
2213,02030101
2214,02030101
2215,01100004
2216,01100004
2217,02030101
2218,02030101
2219,02030101
2220,01100006
2221,01100006
2222,02030101
2223,02030103
2224,02030103
2225,02030103
2226,02030103
2227,02030102
2228,02030103
2229,02030103
2230,02030103
2231,02030103
2232,02030103
2233,02030103
2234,02030103
2235,02040105
2236,02030103
2237,02030103
2238,02030105
2239,02030105
2240,02040105
2241,02040301
2242,02040201
6825,04020203
6828,04140203
6864,07010103
6865,09030001
6866,NA
7015,NA
7214,14080104
7306,06030005
7307,15070102
7308,03060103
7309,17040213
7310,07140202
7311,11070104
7312,01050002
7313,10030101
7314,01080103
7315,11140103
7316,11140105
7317,06030003
7318,05130106
7319,17080002
7320,07070001
